text	labels
Thus , rigorous observational alternatives to the RCT would be of great value .	0
In the article by Powell et al , an attempt to rigorously apply an observational design to assess the relative effectiveness of inpatient rehabilitation versus home discharge failed to control for important confounding factors .	3
It appears nearly impossible to successfully apply observational designs when the factors leading to the applications of different treatments are strongly related to the patient 's perceived prognosis .	2
However , observational designs may be successfully applied when regional or temporal variations in care are studied .	2
Moreover , a number of developments in measurement , study design , and statistical analysis may expand the role of observational studies in answering questions of rehabilitation efficacy and effectiveness .	2
The role of novel nutrients that appear to have pharmacological effects on the immune system has been studied over the past 20 years .	0
This area of research has been termed immunonutrition .	0
This paper provides an overview of particular novel nutrients -- argtnine , glutamine , omega-3 fatty acids , and nucleotides -- and examines some of the evidence for the effects that they may have on immune function .	0
The benefits to particular patient groups are also considered ( Box 1 ) .	0
Home blood pressure monitoring ( HBPM ) improves blood pressure control , but little is known about its effects on medication adherence .	0
Of 440 abstracts and citations reviewed , 11 randomized control trials met predefined criteria .	1
Six of the 11 randomized controlled trials reported statistically significant improvement in medication adherence ; 84 % of these were complex interventions involving the use of HBPM in combination with other adherence-enhancing strategies such as patient c	3
Interventions conducted in primary care settings were not effective compared with those that occurred in hospital-based clinics or nonclinical settings .	2
The data on the effects of HBPM on patients ' medication-taking behavior are mixed .	2
Future studies should investigate the independent effects of HBPM in primary care practices where the majority of hypertensive patients receive their care .	2
Functional changes were assessed in a group of 279 individuals with long-term spinal cord injuries .	4
All had sustained their initial injuries 20 to 47 years ago and all had received initial and postinjury follow-up care at one of two British spinal cord injury treatment centers .	0
Twenty-two percent reported that the need for physical assistance from others had increased over the years .	2
Most ( 45 % ) needed additional help with transfers ; others needed more assistance with dressing , mobility , and toileting .	2
When compared to those whose need for help had not increased , significant differences were found by age : as a group , and when separated by level and severity of injury , those needing more help were older , and those with cervical injuries needed help at yo	2
Those needing more help also had significantly more reports of shoulder pain , fatigue and weakness , weight gain , and postural changes .	2
They used more attendant care , and perceived their quality of life to be lower than those whose level of function had not changed over time .	2
Bioethics , and indeed much ethical writing generally , makes its point through narratives .	0
The religious parable no less than the medical teaching case uses a simple story to describe appropriate action or the application of a critical principle .	0
While powerful , the telling story has limits .	0
In this paper the authors describe a simple teaching case on `` end-of-life '' decision making that was ill received by its audience .	4
The authors ill-received example , involving the disconnection of ventilation in a patient with ALS ( Lou Gherig 's Disease ) was critiqued by audience members with long-term experience as ventilation users .	0
In this case , the supposedly simple narrative of the presenters conflicted with the life histories of the audience .	1
The lessons of this story , and the conflict that resulted , speak critically to the limits of simple teaching cases as well as the strengths of narrative analysis as a tool for the exploration of bioethical case histories.analytical approachbioethics and p	2
Concordance between patients ' and informants ' reports of personality disorders ( PDs ) is low , raising the questions of which source provides more valid data and whether both contribute unique information .	0
This study compared patients ' and informants ' reports of PDs in predicting outcome in a 7 1/2 - year follow-up of 85 depressed outpatients .	4
Patients and informants were independently evaluated using structured interviews ; outcome was assessed using structured interviews with patients .	1
Both patients ' and informants ' reports of PD diagnoses and dimensional scores independently predicted depression symptoms and global functioning at follow-up .	2
However , only informants ' reports made a unique contribution to predicting social adjustment .	2
This finding indicates that both patients and informants provide unique information on Axis II psychopathology and argues for the use of both sources in the assessment of PDs .	2
The main objective was to assess how group premiums can help poor people in the informal economy prepay for health care services .	0
A comparative approach was adopted to study four groups of informal economy operators ( cobblers , welders , carpenters , small scale market retailers ) focusing on a method of prepayment which could help them access health care services .	1
Two groups with a total of 714 operators were organized to prepay for health care services through a group premium , while the other two groups with a total of 702 operators were not organized to prepay through this approach .	4
They prepaid through individual premium , each operator paying from his or her sources .	1
Data on the four groups which lived in the same city was collected through a questionnaire and focus group discussions .	1
Data collected was focused on health problems , health seeking behaviour and payment for health care services .	1
Training of all the groups on prepaid health care financing based on individual based premium payment and group based premium payment was done .	1
Groups were then free to choose which method to use in prepaying for health care .	1
Prepayment through the two methods was then observed over a period of three years .	1
Trends of membership attrition and retention were documented for both approaches .	1
Data collected showed that the four groups were similar in many respects .	2
These similarities included levels of education , housing , and social services such as water supplies , health problems , family size and health seeking behaviour .	2
At the end of a period of three years 76 % of the members from the two groups who chose group premium payment were still members of the prepayment health scheme and were receiving health care .	2
For the two groups which opted for individual premium payment only 15 % of their members were still receiving health care services at the end of three years .	2
Group premium is a useful tool in improving accessibility to health care services in the poorer segments of the population especially the informal economy operators	2
Postoperative rehabilitation for patients who have sustained a laceration to their flexor tendon apparatus is an important factor in maximizing functional outcome .	0
Quality rehabilitation is characterized by the development of a tailored exercise regimen .	0
There is currently no model available to tailor an exercise regimen for a person with an atypical physiologic response pattern .	0
If rehabilitation protocols were classified according to the criteria of forces applied across a tendon juncture and/or excursion , and a clinical method were available to assist in the identification of optimal tendon loading and/or excursion application ,	0
A model for systematic application of progressive loading exercises to the intrasynovial flexor tendon injury and repair is conceptually developed .	1
The model consists of a pyramidal series of eight specific rehabilitation exercises in the following sequence : passive protected extension , place and hold , active composite fist , hook and straight fist , isolated joint motion , resistive composite fist , res	3
Concepts are developed to implement a three-point clinical adhesion-grading system .	1
Clinical application of the system is highlighted .	1
An excellent outcome was considered 112 % total active motion .	2
A model for systematic application of progressive loading exercises has been conceptually developed in concert with a method for determination of optimal tendon loading .	2
Further substantiation is necessary to validate the proposed theory .	2
To compare the presence in levels of antiovarian antibodies ( AOAb ) in the pre - and postovulatory stage from serum of infertile patients undergoing intrauterine insemination ( IUI ) or in vitro fertilization ( IVF ) with outcome of the procedures .	0
Serum from 36 women undergoing IUI , 36 women undergoing IVF and 25 fertile , healthy controls were assayed for the presence of AOAb by a commercially available ELISA kit .	4
AOAb was positive in 59.7 % of infertile women , while none of the fertile controls were positive for AOAb .	2
The levels of these antibodies increased as the patient age and the number of treatment attempts increased .	2
Though the presence of AOAb did not affect oocyte recovery rate , it resulted in decreased fertilization rate , cleavage rate , and pregnancy rate in infertile women .	2
Our studies suggest that AOAb may be a cause of infertility and presence of these antibodies could have adverse effects on the outcome of assisted reproductive techniques .	2
To examine the utility of quantitative sensory testing ( QST ) to characterize sensory dysfunction in patients with spinal cord injury ( SCI ) .	0
METHOD :	3
Three QST trials were administered to six lower leg dermatomes , on two different days , to estimate the reliability of measurement .	3
Regional Spinal Cord Injury Rehabilitation Center in Ontario , Canada .	1
Twenty-one SCI patients with incomplete neurologic deficits and 14 able-bodied controls of similar age .	4
ANOVA revealed significantly ( p < .05 ) reduced perceptual threshold values ( hypoesthesia ) for warm , cold , and vibratory sensation in the SCI group .	2
There were no differences between group mean values for cold pain because of the inclusion of patients with hypoalgesia and hyperalgesia .	2
Intraclass correlation coefficient estimates of reliability revealed large between-subject variability in the SCI patients associated with relatively small trial-to-trial variability within each day of testing , and appreciable between-day variances .	2
With QST in SCI there is a need for repeated measurements across days to establish stable baseline measures or outcomes following intervention .	2
QST is a useful adjunct to clinical examination for assessment of preserved sensation .	2
Counsellors are prevalent in primary care settings .	0
However , there are concerns about the clinical and cost-effectiveness of the treatments they provide , compared with alternatives such as usual care from the general practitioner , medication or other psychological therapies .	0
To assess the effectiveness and cost effectiveness of counselling in primary care by reviewing cost and outcome data in randomised controlled trials , controlled clinical trials and controlled patient preference trials of counselling interventions in primary care , for patients with psychological and psychosocial problems considered suitable for counselling .	1
The original search strategy included electronic searching of databases ( including the CCDAN Register of RCTs and CCTs ) along with handsearching of a specialist journal .	1
Published and unpublished sources ( clinical trials , books , dissertations , agency reports etc. ) were searched , and their reference lists scanned to uncover further controlled trials .	1
Contact was made with subject experts and CCDAN members in order to uncover further trials .	1
For the updated review , searches were restricted to those databases judged to be high yield in the first version of the review MEDLINE , EMBASE , PSYCLIT and CINAHL , the Cochrane Controlled Trials register and the CCDAN trials register .	1
All controlled trials comparing counselling in primary care with other treatments for patients with psychological and psychosocial problems considered suitable for counselling .	4
Trials completed before the end of June 2001 were included in the review .	1
Data were extracted using a standardised data extraction sheet .	1
The relevant data were entered into the Review Manager software .	1
Trials were quality rated , using CCDAN criteria , to assess the extent to which their design and conduct were likely to have prevented systematic error .	1
Continuous measures of outcome were combined using standardised mean differences .	1
An overall effect size was calculated for each outcome with 95 % confidence intervals .	1
Continuous data from different measuring instruments were transformed into a standard effect size by dividing mean values by standard deviations .	1
In view of the diversity of counselling services in primary care ( the range of treatments , patients and practitioners ) tests of heterogeneity were done to assess the feasibility of aggregating measures of outcome from trials .	1
Sensitivity analyses were undertaken to test the robustness of the results .	1
Seven trials were included in the review .	1
The main analyses showed significantly greater clinical effectiveness in the counselling group compared with ` usual care ' in the short-term ( standardised mean difference -0.28 , 95 % CI -0.43 to -0.13 , n = 772 , 6 trials ) but not the long-term ( standardised me	2
Levels of satisfaction with counselling were high .	2
Four studies reported similar total costs associated with counselling and usual care over the long-term .	2
However , the economic analyses were likely to be underpowered .	2
Counselling is associated with modest improvement in short-term outcome compared to ` usual care ' , but provides no additional advantages in the long-term .	2
Patients are satisfied with counselling , and it may not be associated with increased costs .	2
The prevalence of obesity and overweight is increasing world-wide .	0
Obesity in children impacts on their health in both the short and longer term .	0
Obesity prevention strategies are poorly understood .	0
To assess the effectiveness of interventions designed to prevent obesity in childhood .	1
Electronic databases were searched from 1985 to October 1999 .	1
Data from RCTs and non-randomised trials with concurrent control group were included .	1
studies with follow up of one year minimum were selected , A priori , this was subsequently amended to include studies with minimum follow up of three months .	1
The possible susceptibility of post hoc questions to bias is addressed .	1
Two reviewers independently extracted data and assessed study quality .	1
Seven studies were included , three long-term and four short - term .	1
The studies included were diverse in terms of study design and quality , target population , theoretical underpinning of intervention approach , and outcome measures .	2
As such , it was not possible to combine study findings using statistical methods .	2
The findings of the review suggest that currently there is limited quality data on the effectiveness of obesity prevention programs and as such no generalisable conclusions can be drawn .	2
The need for well-designed studies which examine a range of interventions remains a priority .	2
The clinical outcome of acid-related disorders treated by proton pump inhibitors ( PPIs ) might be dependent on the polymorphically expressed cytochrome P450 ( CYP ) 2C19 , which is involved in PPI metabolism .	0
We tested whether esomeprazole-induced healing of gastroesophageal reflux disease ( GERD ) is related to CYP2C19 genotype .	1
Two hundred five patients with GERD ( Los Angeles classification grade A or B ) were included in a case-control study according to endoscopic outcome ( healed versus unhealed group , matched for confounders ) after treatment with 40 mg esomeprazole daily for 4	4
The frequency of CYP2C19 genotypes was determined as the primary outcome measure for both groups .	1
In a second trial plasma levels of esomeprazole and corresponding CYP2C19 and CYP3A4 metabolites ( 5-hydroxyomeprazole and omeprazole sulfone ) were monitored in 10 CYP2C19 wild-type patients with GERD after the first and last doses ( day 7 ) of 40 mg esomeprazole daily to calculate metabolic ratios .	1
CYP2C19 wild-type ( n = 148 ) and heterozygous ( n = 51 ) or homozygous variant ( n = 6 ) patients did not differ with respect to baseline characteristics .	2
The frequency distribution of CYP2C19 genotypes was not different between patients with complete ( 75/100 ) and incomplete ( 73/105 ) healing ( P = .65 ) .	2
When a single esomeprazole dose and multiple dosing were compared , the low contribution of CYP2C19 to the elimination of esomeprazole decreased further by 50 % .	2
In contrast , the CYP3A4-dependent formation of omeprazole sulfone increased by 40 % , and consequently , the metabolic ratio of omeprazole sulfone to 5-hydroxyomeprazole was elevated from 7.9 to 19.3 ( P = .0004 ) .	2
In contrast to other PPIs , esomeprazole-induced healing of GERD is unrelated to the CYP2C19 genotype , which can be explained by the metabolic shift toward the CYP3A4-mediated pathway .	2
Telemedicine can be defined as the electronic transfer of medical information to remote sites in order to support patient care and medical education ( Norton et al , 1997 ) .	0
The concept of telemedicine has been around for more than 20 years ; however , with the advantages of affordable technology it is set to play a major role in the future of health care .	0
The use of telemedicine within the field of dermatological practice is well documented in the literature but the use of this referral system by clinical nurse specialists in tissue viability appears to be in its infancy .	0
This article seeks to dispel the myths around the use of technology to enhance clinical practice and uses the authors ' personal experience to describe its effectiveness for referring patients with complex tissue viability needs .	0
To compare the appearance of superficial lymph nodes on standard two-dimensional ( 2D ) ultrasound examination and on three-dimensional ( 3D ) ultrasound examination .	0
Fifty two lymph nodes ( 35 cervical , 16 axillary , 1 inguinal ) in 52 patients were examined with ultrasound in 3D mode .	4
In standard 2D grey-scale examination and on a C-plane of 3D mode ( parallel to the surface of the probe ) , the shape of a lymph node and its hilum were assessed .	1
Final histopathological diagnoses included 36 lymphomas , 11 reactive or inflammatory lymph nodes , 3 metastases and 2 plasmocytoma infiltrations .	1
The appearance of hilums and lymph nodes as a whole changed on a C-plane of 3D mode ( as compared with 2D presentation ) in 28 % and 37 % , respectively .	2
The differences in lymph node shape on 2D and 3D ultrasound were apparent in a comparable percentage of reactive lymph nodes ( 45 % ) and lymphomatous lymph nodes ( 39 % ) .	2
The differences in lymph node hilum shape on 2D and 3D ultrasound applied to 56 % of reactive lymph nodes and 20 % of lymphomatous lymph nodes .	2
Three-dimensional imaging on a C-plane ( parallel to the surface of the probe ) may supply the examiner with different information concerning the shape of the lymph node and its hilum in comparison to standard 2D ultrasound .	2
Changes in the shapes of hilum and lymph node occurred in reactive or inflamed lymph nodes as well as in lymphomas .	2
Clinical significance of this fact demands further investigation .	2
To examine pediatricians ' attitudes toward children 's participation in randomized controlled trials ( RCTs ) and identify possible barriers to participation .	0
Qualitative analysis of focus group discussions involving 16 pediatricians and 5 trainees from a pediatric teaching hospital in Australia .	4
Doctors varied in occupation , experience , research activity , age , sex , ethnicity , and parenthood experience .	1
A professional facilitator conducted the semistructured group discussions .	1
The transcribed audiotapes were analyzed by theme linkage by using the constant comparative method .	1
Pediatricians believed parents balanced perceived gains and risks when deciding about trial participation .	2
They thought the child 's condition , parents ' health beliefs and personal attributes , and the doctors ' beliefs and relationship with the investigators influenced parents ' attitudes .	2
Perceived gains included professional benefits for pediatricians , improved patient care , convenience for the families and themselves , and scientific advancement .	2
Perceived risks included inconvenience , inadequate resources , and potential harms to the patient and doctor-patient relationship .	2
Pediatricians with previous research experience were most knowledgeable about RCTs and perceived greatest gains from trial participation .	2
Pediatricians ' personal treatment preferences hindered trial support .	2
This study suggests that children 's participation in trials will be enhanced by increasing pediatricians ' awareness of RCTs through education and involvement in trials and by improving the gains-risk balance.biomedical and behavioral researchempirical app	2
The aim of this study was to see whether results of anterior interbody lumbar fusion could be improved with the help of an external transpedicular device .	0
Anterior interbody lumbar fusion was carried out in 83 patients , using the technique described by Suzuki .	4
Fifty-six ( 67 % ) patients were fused with the Magerl-Schläpfer external fixator device as a posterior support .	3
Twenty-seven patients had interbody fusion and a conventional plastic brace for support .	3
The clinical and radiological results of anterior interbody lumbar fusion were compared between these groups .	1
The mean follow-up time was 5 ( range , 2-10 ) years .	1
A total of 128 levels were fused .	1
There were no statistical differences in the clinical and radiological results between patients fused with or without the external fixator .	1
There were many complications associated with the use of an external fixator device .	2
We do not recommend the use of an external fixator in anterior interbody lumbar fusion .	2
Although several reports characterize pain associated with adult-onset spinal cord injury ( SCI ) , little is known about the incidence and etiology of pain associated with pediatric-onset SCI .	0
The purpose of this study was to assess the incidence and type of chronic pain in the pediatric SCI population and to evaluate the resulting impact on activities of daily living ( ADLs ) .	1
Patients attending clinic in a pediatric tertiary care facility in a major metropolitan area having sustained an SCI during childhood were asked to participate .	4
Participants were assessed using the Adolescent Pediatric Pain Tool and the Lansky Play Performance Scale , 2 standardized assessments of pain and function , respectively .	1
In addition , a questionnaire designed to characterize the population and the types of pain reported was administered .	1
Thirty-one participants were enrolled with an age range at the time of injury from 5 months to 18 years .	4
Of this population , 65 % reported chronic pain .	2
The pain reports were classified as either nocioceptive ( 48 % ) or neuropathic ( 19 % ) .	2
Interference with ADLs and play was present in only 1 participant .	2
Based on these pilot data , pain associated with a pediatric-onset SCI is common .	2
The incidence of pain in this study approached the reported incidence of chronic pain in adult-onset SCI .	2
In the present population , nocioceptive pain was more common than was neuropathic pain .	2
These data suggest that although common , chronic pain associated with childhood SCI has a significantly smaller impact on daily activities than that reported in the literature for adult-onset SCI .	2
At present there are no standardized recommendations concerning physiotherapy of individuals with traumatic brain injury ( TBI ) resulting in a high variability of methods and intensity .	0
The aim of this literature review is to develop recommendations concerning physiotherapy in the post-acute phase after TBI on the basis of scientific evidence .	1
Keywords brain injury ( in PEDro , OT-Seeker , Cochrane ) , brain injury AND physical therapy ( in PubMed and Cinahl ) .	1
Fourteen studies met the inclusion criteria and were grouped into sub-groups sensory stimulation , therapy intensity , casting/splinting , exercise or aerobic training and functional skill training .	1
While for sensory stimulation evidence could not be proven , a strong evidence exists that more intensive rehabilitation programmes lead to earlier functional abilities .	2
The recommendation due to casting for the improvement of passive range of motion is a grade B , while only a C recommendation is appropriate concerning tonus reduction .	2
Strong evidence exists that intensive task-orientated rehabilitation programmes lead to earlier and better functional abilities .	2
Although some recommendations for the effectiveness of physical therapy interventions could be expressed , there are many questions concerning the treatment of humans with TBI which have not been investigated so far .	2
Especially on the level of activity and participation only a few studies exist .	2
We surveyed cancer physicians to understand how patients ' age and comorbidity influence adjuvant chemotherapy recommendations and whether physician or practice characteristics also affect these recommendations .	0
National survey of surgeons and medical oncologists caring for patients with colorectal cancer regarding whether they would recommend adjuvant chemotherapy for hypothetical patients with stage III colon cancer who varied by age ( 55 v 80 years ) and comorbi	4
Repeated measures logistic regression was used to assess the influence of patient , physician , and practice characteristics on chemotherapy recommendations .	1
Of 1,096 physicians , nearly all recommended chemotherapy for patients who were 55 years old with no comorbidity ( 99.0 % ) , 55-years old with moderate CHF ( 88.6 % ) , or 80 years old with no comorbidity ( 92.6 % ) ; many fewer recommended chemotherapy for 55-year-o	2
Younger physicians ( P < .001 ) were more likely than others to recommend adjuvant chemotherapy overall , although physician factors explained little of the variability in recommendations .	2
Physicians agree with guidelines recommending adjuvant chemotherapy for young , healthy patients with stage III colon cancer but differ widely on recommendations for patients who are older and sicker .	2
Few physician or practice characteristics were associated with recommendations .	2
For older and sicker patients , the individual physicians seen may have a substantial impact on the likelihood of receiving chemotherapy .	2
Understanding better the sources of variation not explained by patients ' clinical characteristics may allow improved tailoring of therapy to patients most likely to benefit .	2
To estimate the current trend in the incidence of first kidney stone among persons with spinal cord injury ( SCI ) and to delineate the potential contributing factors .	0
Twenty-one Model SCI Care Systems throughout the United States .	1
A longitudinal cohort of 8314 subjects enrolled in the National SCI Database between 1986 and 1999 was used to estimate and compare the incidence of first kidney stone with a previous report of 5850 SCI patients injured between 1973 and 1982 .	4
A Cox regression analysis was performed to identify risk factors for stones , including age , race , gender , severity of injury , and method of urinary drainage .	1
These variables have been routinely collected , on a yearly basis , by the collaborating SCI centers .	1
During the 12 years , 6 months of case ascertainment , 286 incident stone cases were documented .	2
The risk was greatest during the first 3 months after injury ( 31 cases per 1000 person-years ) , quickly decreasing and leveling off later ( eight cases per 1000 person-years ) .	2
It was estimated that within 10 years after injury , 7 % of persons with SCI would develop their first kidney stone .	2
There was no evidence that the risk has changed over the past 25 years ( P = 0.96 ) .	2
During the first year post injury only , a significantly increased risk of stones was observed in Caucasians and persons aged 45 years or older .	2
A positive association of the severity of injury and requiring instrumentation for bladder emptying with kidney stones was found after the first year post injury .	2
The type of urinary drainage , including indwelling , intermittent , and condom catheterization , had no significant differential effect on stone formation at either risk period .	2
The highest risk of kidney stones is within the first few months post injury .	2
Little progress has been made in reducing this risk .	2
Although inability to control bladder function is an important risk factor after the first year post injury , for those who need bladder management , the type of urinary drainage does not appear to be an important factor in determining risk .	2
Despite advances in medical knowledge and available methods of treating spinal problems , the costs these problems generate are growing in a constant and exponential manner in western countries .	0
Back pain is not different , commoner or more severe than in the past .	0
This raises the question whether present-day management , which often runs counter to current scientific evidence , is appropriate .	0
Practically speaking , so-called specific back pain is to be distinguished from nonspecific or common back pain .	0
The former arises from a precise lesion ( infectious , tumoral , inflammatory or traumatic ) , while the latter has no obvious underlying cause .	0
Fortunately this preliminary differentiation is usually possible on the basis of the history and clinical workup alone .	0
In this paper we deal solely with common back pain , as being by far the most frequent in everyday practice .	0
Once a specific origin has been ruled out , the chief aim should be earliest possible resumption of the patient 's normal activities .	0
Various methods , embracing drug treatment , physiotherapy , and in appropriate cases ergotherapy , are available for this purpose .	0
If this fails , the physician must react as rapidly as possible to prevent the condition becoming chronic .	0
Regard should be had for the various psychosocial factors which interfere with the healing process , and a method should be adopted which is no longer based on the classic biomedical model but on a bio-psycho-social approach as proposed by Waddell .	0
If necessary the patient should be referred to a specialist ( rheumatologist , rehabilitation , orthopedist etc ) .	0
Back pain is extremely widespread in the population at large and is a frequent reason why people consult a physician .	0
On these grounds the primary care physician has a key role to play in the initial workup and also in the acute , subacute or chronic stage of the evolution .	0
This review of the principles which should guide the practical approach to the back-pain patient is intended to aid the practitioner in his tasks of diagnosis and therapy .	0
Spastic equinovarus deformity of the ankle in adults with acquired brain injury can severely limit the achievement of rehabilitation goals .	0
This study examined changes in triceps surae muscle extensibility , passive resistive torque and soleus stretch reflex responses in 10 adult brain injured subjects undergoing serial casting to correct ankle equinovarus deformity .	4
Goniometric measurement of maximal passive dorsiflexion was used to evaluate extensibility of the triceps surae muscles .	3
Computer controlled ankle dynamometry and surface electromyography were used to identify passive resistive torque and soleus stretch reflex onset angle in response to stretches at two velocities .	3
The mean casting period was 5 weeks .	1
Casting was discontinued in one subject due to failure to achieve measurable gain in ankle range over three consecutive cast changes .	2
Median improvements in maximal ankle dorsiflexion , with the knee flexed or extended , of 30 degrees and 15 degrees , respectively , were achieved in the remaining nine subjects ( p < 0.0001 ) .	2
The median passive ankle range in response to a displacing torque of 10 Nm increased 4.3 degrees over the intervention period ( p < 0.0001 ) .	2
Consistent soleus reflex activity in response to passive stretches at 25 degrees x s ( -1 ) was elicited in only four subjects .	2
A trend for the stretch reflex onset to move further into the available range was demonstrated in these subjects .	2
In the present study , serial casting contributed to significant change in triceps surae extensibility and passive resistive torque , corresponding with improved maximal passive ankle dorsiflexion range and an increase in the angle achieved with a displacin	2
Increased stretch reflex threshold was observed in some subjects .	2
The use of pre-determined outcome criteria and careful measurement of responses to this intervention were important to prevent premature discontinuation of casting when gains were slower than expected .	2
This questionnaire study looked at the diagnostics tests and specimens used to screen for Chlamydia trachomatis in UK genitourinary medicine ( GUM ) clinics .	0
Replies were received from 70 % ( 185/265 ) of clinics .	4
Half used only one site to screen women .	2
One-third took anal swabs from patients who had anal sex and 10 % took oropharyngeal swabs from patients who had oral sex .	2
Immunoassays were used to screen men for chlamydia in 86 % of the clinics and women in 88 % .	2
Only 60 % of male and 62 % of female immunoassays were supplemented by a second test .	2
Six per cent of clinics used molecular technique ( MT ) to screen men and 4 % to screen women and 4 % were trying to acquire it .	2
Culture was not available to 58 % of clinics .	2
MT was not available to 81 % , 89 % of which was due to non provision locally and/or cost .	2
Only 7 % of clinicians thought that using MT for screening was unnecessary .	2
There were significant differences in the availability of the technique between large academic and small clinics .	2
A national review of GUM strategies to screen for C. trachomatis with adequate funding is urgently needed .	2
Neuropathic pain is responsible for a significant amount of the morbidity associated with generalized and focal peripheral neuropathies .	0
It is a consequence of alterations in neuronal function , chemistry , and structure that occur secondary to nerve injury .	0
These manifestations of neuronal plasticity occur in the peripheral nerve , spinal cord , and brain .	0
A variety of agents from diverse pharmacologic classes , the so-called adjuvant analgesics , have been used to treat neuropathic pain .	0
These include antidepressants , first - and second-generation anticonvulsants , antiarrhythmic agents , topical agents , N-methyl-D-aspartate receptor antagonists , and opioid analgesics .	0
The use of these adjuvant analgesics , either alone or in combination , should result in the alleviation of neuropathic pain in most patients .	0
Recent advances in the understanding of pain mechanisms at multiple central nervous system levels should pave the way toward more effective treatment modalities .	0
A variety of central nervous system injuries , diseases , and developmental deficits can lead to motor disorders that present complex mixtures of symptoms .	0
Those that have a fundamental similarity characterized by the appearance of exaggerated velocity-dependent resistance to the lengthening of skeletal muscles are called spasticity .	0
Reports based on clinical observations of motor disorders have and continue to provide the essential database of information regarding the range and distribution of unifying and discordant features of spasticity .	0
Laboratory investigations employing animal models of motor disorders following experimental lesions of the central nervous system have reproduced some of the neurophysiologic changes that accompany injury of the central nervous system in humans .	4
Those experimental lesions produced by spinal cord contusion/compression reproduce many of the histopathologic features displayed in traumatic injury of the human spinal cord as well .	2
Studies using this model have revealed not only changes in reflex threshold and amplitude but also alterations in fundamental rate-modulation processes that regulate reflex excitability during repetitive stimulation .	2
This report characterizes insights obtained from a laboratory investigation in search of fundamental mechanisms that contribute to the development of spasticity and provides a vantage point for understanding therapeutic strategies for treatment of spastic	2
Transitional cell carcinoma ( TCC ) of the ovary is a rare , recently recognized , subtype of ovarian surface epithelial cancer .	0
We present a case of TCC of the ovary , managed by staging operation and followed by postoperative chemotherapy with carboplatin and cyclophosphamide .	1
A 67-year-old postmenopausal woman presented with a 2-year history of progressive enlargement of an abdominal mass .	4
Pelvic sonography and abdominal computed tomography showed a pelvic mass measuring 210 x 165 x 203 mm .	1
The serum CA-125 titer was also elevated ( 65.01 U/mL ) .	1
A staging operation with total abdominal hysterectomy , bilateral salpingo-oophorectomy , infracolic omentectomy and pelvic lymph node dissection was performed .	3
After surgery , the pathologic report of the left ovarian tumor was TCC , grade 2-3 , stage IA .	1
The patient then underwent four cycles of postoperative chemotherapy with carboplatin and cyclophosphamide .	3
CA-125 levels declined to within the normal range after the first cycle of chemotherapy .	2
TCC of the ovary is a rare subtype of epithelial ovarian cancer .	2
It differs from malignant Brenner tumor by the absence of a benign or borderline Brenner component .	2
Surgical resection is the primary therapeutic approach , and patient outcomes after chemotherapy are better than for other types of common epithelial ovarian cancers .	2
Previous conflicting results about the prognostic significance of estrogen receptor ( ER ) - beta in breast cancer may be explained by contribution of isoforms , of which five exist .	0
Our aim was to elucidate the prognostic significance of ERbeta1 , ERbeta2 , and ERbeta5 by immunohistochemistry in a large cohort of breast carcinomas with long-term follow-up .	4
Tissue microarrays were stained with ERbeta1 , ERbeta2 , and ERbeta5 antibodies and scored as percentage of positive tumor cells and using the Allred system .	3
Nuclear and cytoplasmic staining was evaluated and correlated with histopathologic characteristics , overall survival ( OS ) , and disease-free survival ( DFS ) .	1
Nuclear ERbeta2 and ERbeta5 , but not ERbeta1 , significantly correlated with OS ( P = 0.006 , P = 0.039 , and P = 0.099 , respectively ) , and ERbeta2 additionally with DFS ( P = 0.013 ) .	2
ERbeta2 also predicted response to endocrine therapy ( P = 0.036 ) ; correlated positively with ERalpha , progesterone receptor , androgen receptor , and BRCA1 ; and correlated inversely with metastasis and vascular invasion .	2
Tumors coexpressing ERbeta2 and ERalpha had better OS and DFS .	2
Cytoplasmic ERbeta2 expression , alone or combined with nuclear staining , predicted significantly worse OS .	2
Notably , patients with only cytoplasmic ERbeta2 expression had significantly worse outcome ( P = 0.0014 ) .	2
This is the first study elucidating the prognostic role of ERbeta1 , ERbeta2 , and ERbeta5 in a large breast cancer series .	2
ERbeta2 is a powerful prognostic indicator in breast cancer , but nuclear and cytoplasmic expression differentially affect outcome .	2
Measuring these in clinical breast cancer could provide a more comprehensive picture of patient outcome , complementing ERalpha .	2
The political circus surrounding Terri Schiavo 's death is unlikely to repeat itself soon in other cases but the underlying event that precipitated the furor is a recurrent clinical problem-the problem of conflict among family members about withdrawing or	0
The laws of most states purport to solve this problem by automatic appointment of one person among the disputing family members .	0
However , this forced resolution of the family conflict does not clearly reflect the prior values of the incompetent patient and is likely to intensify rather than ease that conflict , providing no demonstrable benefit to the incompetent patient and complic	0
This article explores the benefits of a different legal rule that would require family consensus before life-prolonging treatment is withdrawn or withheld for an incompetent patient who has indicated no prior wishes regarding the resolution of family conf	2
Recurrent depression poses a problem for up to 80 % of patients with major depressive disorder ( MDD ) during their lifetime .	0
Therefore , the optimal treatment goal established by the American Psychiatric Association and the Agency for Health Care Policy and Research is remission and virtual elimination of symptoms .	0
Patients who have a high risk of recurrence often require maintenance therapy and long-term treatment .	0
As a result , identification of antidepressants that are effective in maintaining remission in patients over the long-term and have acceptable tolerability profiles is important .	0
The efficacy of antidepressants in conferring full remission and long-term recovery is an important priority for clinicians .	0
